# Ширина входной щели 0.37 мм, ширина выходной щели 0.03 мм
# Длина волны, градусы | Частота, e-14 Гц | фототок, деления
3500	2.40	3
3450	2.64	7
3400	2.82	15
3350	3.00	27
3300	3.16	38
3250	3.32	42
3200	3.46	43
3150	3.60	41
3100	3.72	37
3000	3.98	28
2900	4.20	19
2800	4.44	14
2700	4.68	10
2600	4.86	7
2500	5.05	6
2400	5.22	5
2300	5.38	5
2200	5.54	4
2100	5.70	4
2000	5.86	3
1900	6.00	3
